full_text;
"@cichatirto @LetnanMatthew @Greschinov Sy bisikin kak, itu aliran kristen"" yg pendetanya banyak berguru ke ""gereja"" USA yg isinya kebanyakan white supremacist. Jadi ya ga heran mereka ke-brainwash dan nganggep konflik di palestina-israhell tuh konflik agama."";Cr_isty";
@dina_sulaeman Jangan pernah berhenti menyuarakan tentang palestina;
@uposishitzu @GETRAWTEXAS @neohistoria_id entah kenapa di base itu polanya sama kaya waktu konflik palestina-israel;
@KompasTV Pelajaran dr sejarah palestina;
Konflik Gaza Bongkar Kedok Kebebasan Ekspresi di Barat  #Gaza #Israel #Palestina #Hamas #FreePalestineFromlsrael #FreePalestineFromlsraelNOW #JulidFiSabilillah #JulidFiiSabilillah #IsraelIsATerroristState #Gaza_Genocide   https://t.co/tLeicZRaAF;ikhbarcom
@kontoll @dypvy @convomfs Ada… tapi agak tone deaf karena menyebut genosida sebagai “konflik” dan ga menyebutkan palestina secara langsung hanya “timur tengah”. Mereka memang jelasin ga berkaitan sama mcd israel;
@BlacPitt2 @manaon_siregar @rijalsunandr @aku_saja87 Nah sekarang ku beri kau pertanyaan hubungan nya dengan konflik di palestina ? Terus selama konflik ini kerja kau mengoreng keyakinan orang saja;
@urfavhyun kataku kalo emang mau masukin keberpihakan media mending kamu pilih satu media apa misalkan cnn atau kompas;
Sekretaris Jenderal Palang Merah Indonesia (PMI) A.M. Fachir menerima donasi kemanusiaan dari Masyarakat Luwu Utara sebesar 338 juta bagi masyarakat terdampak konflik di Gaza;
Konspirasi aceh mau dijadiin palestina pt 2. Amerika gak suka indo/malay pro palestin trs amrik ngerasa milik pbb sengaja danain rohingya masuk indo/malay biar terjadi konflik rohingya minta tanah;
Sepertinya cocok di konflik Israel - Palestina. Netanyahu mati;
Dalam forum COP28 sy juga menekankan bahwa dlm konteks situasi global hari ini;
@tanyakanrl Netizen sdm rendah asal komen;
di wilayah Palestina. Einstein menyatakan bahwa pendirian Israel akan mengakibatkan konflik yang berkepanjangan antara Yahudi dan Arab;
Tiga serangan Israel menghantam rumah yang dipenuhi pengungsi di Rafah;
Dampak Konflik Palestina-Israel ke Indonesia;
@tanyarlfes Ge Mulai meninggalkan update ttg konflik palestina+israel ketika 2 kubu mulai hoax2an;zkael914
PM Netanyahu kembali menegaskan bahwa Presiden Palestina tidak akan memimpin Jalur Gaza pasca konflik berakhir https://t.co/vSBbYyshNu;eradotid
@JalanKe83957796 @bnsphrxyzzz Eh domba sesat babi;
@Panurirang11 @bnsphrxyzzz Eh kafir babi;
@KontenBerfaedah Pulangkan rohingya ke negaranya.. bljar dri konflik palestina-israel.  Tdk ada yg tahu masa depan negara ini jk jdi tampungan warga negara lain.;rudhy4kurniawan
Putin Datang Ke Timur Tengah;
org tuh sadar gaksi semua ini gakbakal terjadi kalo pemerintah pusat ambil tindakan dan bikin regulasi yg jelas soal pengungsian sejak awal??? udah belasan tahun loh. gakusahlah nambahin konflik horizontal gini;
Teman-teman bener kita fokus dulu sama palestina ;
@OmJ_JeNggot Orang Palestina yg liat konflik Yoav Gallant vs Benjamin Netanyahu be like : https://t.co/oAFkSeeD2V;0bserver_id
@yellowaye @tubirfess Yg di Sidoarjo itu emang rumah singgah buat korban konflik;
Hari ini bnyk belajar 1. Prof qurasih menekankan inti soal value keluarga..ga bisa dibantah didebat kalau mau keturunan baik jangan salah pilih pasangan..bobot bibit bebet wajib 2. Prof qurasih menjelaskan akar masalah konflik palestina dr perspektif kenabian terdahulu dr ibrahim https://t.co/cErmLFCgpT;DewiTuwuh
Putin Kunjungi Arab Saudi untuk Bahas Konflik Israel-Palestina https://t.co/XXSNulMumS;IdSinpo
@convomfs fyi penentuan PERSON of the year itu berbulan-bulan lamanya;
@radioru20816532 @strike_bravo_b Setuju gan;
@tanyarlfes Ini semua ujung ujungnya disebabkan oleh barat sana utamanya si mamarika dan Inggris. Orang2 Arab bermigrasi ke eropa sana karena ulah mamarika juga yg menghancurkan timur tengah;
@aescuelav @convomfs Heran sama si sender yg sensi sama Taylor Swift. Emang Taylor Swift salah apa sih? Dia kan ga minta jadi person of the year. Klo mau dukung Palestina ya dukung aja ga usah membenci org yg ga ada sangkut pautnya dgn konflik itu 🤦‍♀️;femme_cherie235
Perbandingan konflik Israel Palestina dengan gelombang imigran Rohingya sama sekali ga apple to apple.   Konflik Israel Palestina itu jauh lebih kompleks dari pada cuma kedatangan kaum pendatang yang mengokupansi penduduk asli.;Lazuardinho
@MuhadklyAcho bayangkan lagi di sidang pbb pak prabowo di tanya soal konflik palestina-israel terus dia jawab;
Tahun ini hampir gak mengikuti isu pilpres 🤷‍♀️  Semua sosmed timelinenya ttg palestina;
@RakyatJelataBro @Greschinov Setidaknya tahu terimakasih lah. Toh itu Palestina tanahnya Israel. Peradaban Islam yang merampasnya bahkan Bait Suci Yahudi saja dirampas dan tidak diperbolehkan dibangun kembali setelah hancur ketika konflik dengan Romawi. Setidaknya sadar diri;peace_n_truth_
@Gank_Of_Petojo Iya. Konflik di Gaza adalah konflik penjajahan dan perebutan lahan. Palestina yg terdiri dari berbagai umat beragama;
@MadristaTe32569 @IDF iya kak ;
@sam265hhg @Bonpengan @negativisme negara palestina merdeka tahun brp ? saat indonesia merdeka. blm ada negara palestina. jgn tolol  palestina juga dl perna di ungsikan ke arab  sampai arab usir mereka semua. karena ga ada adab. bahkan sampai buat konflik dan gulingkan pemerintahan arab  emg klian sudah ribut ya ?;JXRI01
@tanyakanrl Pulangin aja;
@sam265hhg @Bonpengan @negativisme palestina juga dl sempat di ungsikan ke arab . eh malah buat konflik dan mau menggulingkan pemerintahan arab. menurut ku jangan2 bnyk yg sesat di ajaran sana ya ? knp suka konflik ? knp suka perang ? whyy ? cinta damainya dmn ?  maaf tp Rata2 yaaaa.;JXRI01
"Konflik Israel Palestina adalah konflik rebutan wilayah bukan perang agama Jadi kalo masih ada orang tolol yg sangkut paut agama dan bilang kan ada Orang kristen di Palestina🤓"" angka org kristen di Palestina sudah turun drastis sejak tahun2 kemarin dan gk usah menghasut"";JMuller237";
@strike_bravo_b Palestina sdh merdeka sejak 1988;
@maysavitri @Avolanza Aku baru tau tentang sedikit sejarah Palestina karena perang sekarang ( dlu cm sekedar tau klo di Palestina sering konflik dn gk ngikutin). Bener Bersyukur bgt skrng bnyk info² bertebaran;
@narkosun Ini bahasan ttg konflik Israel Palestina tp pesertanya pd izin keluar pipis;sunny_daay
@NdrewsTjan @SbuxIndonesia Seandainya Sbux  Indonesia menggandeng konsultan komunikasi sebelum merelease pernyataan tentang konflik ini mungkin hasilnya bisa beda. Dari pernyataan² tersebut tidak ada kata Palestina.;RunForY57397734
🌎 Badr Al-Saadoun;
@tubirfess Banyakin baca ya nder jangan cuma liat berita rame terus buat asumsi kaya gini apalagi ngirim dibase. Dan stop bawa2 konflik negara isriwil-palestina buat nyama2in case;
@Jul1eRhma5 @Refugees kalo gk ada konflik ngapain mereka jauh2 dan terombang ambing di lautan tanpa tujuan jelas? mereka di Myanmar adalah korban genosida sama dg mereka yang di Palestina. jadi apa persmaan narasi mu dg Zionis? sama2 standart ganda soal kemanusiaan.;Elite1Global
Ada yg curiga g sih kenapa pada dateng pas kampanye pemilu presiden dan konflik palestina sedang memanas lagi.;mellifluous125
Jadi melihat perilaku Israel kpd Palestina itu sebenarnya jauh lebih beradab jika dibandingkan perilaku Saudi kpd Yaman  Tapi umat muslim hanya sibuk atas konflik Israel sementara konflik Saudi sunyi senyap  Betul-betul Rahmatan Lil Alamin  https://t.co/9V2CL0Dftg;MelodiAsyik
@OliverArrowvers @djnx_eo @zulfiarrahman @katz_nadaHQ @Boss40199095 @Hbadruzaman1910 @aesculapiusw @KiblatAkalSehat @PaijoKhentir @Kappa_2023 Jadi melihat perilaku Israel kpd Palestina itu sebenarnya jauh lebih beradab jika dibandingkan perilaku Saudi kpd Yaman  Tapi umat muslim hanya sibuk atas konflik Israel sementara konflik Saudi sunyi senyap  Betul-betul Rahmatan Lil Alamin  https://t.co/9V2CL0Dftg;MelodiAsyik
Rakyat Palestina khususnya di jalur Gaza dan kawasan Masjidil Aqsa msh terus berhadapan dg konflik setiap harinya.  Jgn lupa doakan untuk Palestina.  Semoga Allah memberikan keselamatan;
Hubungan nya apa? Nabi saja wafat bukan karena racun juga;
@tubirfess Sudah kejadian tahun-tahun sebelumnya;
@DrLoupis Tidak ada konflik di Palestina.. tapi genosida. Dan pelakunya adalah zionis;alvin_ngalam
Sekretaris Jenderal Palang Merah Indonesia (PMI) A.M. Fachir menerima donasi kemanusiaan dari Masyarakat Tanah Laut sebesar 376 juta bagi masyarakat terdampak konflik di Gaza;
Wakil Kepala Markas Palang Merah Indonesia (PMI) Puji Astuti menerima donasi kemanusiaan dari Alur Cerita Influencer Natasha Rizki sebesar 91 juta bagi masyarakat terdampak konflik di Gaza;
@hayakuriri @tanyarlfes Mereka punya tanah di Myanmar;
Kepala Markas Palang Merah Indonesia (PMI) Pusat Arifin M. Hadi menerima donasi kemanusiaan dari Jamaah DKM Musholla Al Ikhlas Veteran sebesar 10 juta bagi masyarakat terdampak konflik di Gaza;
-represi terhadap uighur (gerakan separatis tibet) -india-cina border conflict -Khasmir -Konflik perbatasan India-pakistan -Perang sipil di Afganistan -Perang saudara Yaman -Perang sipil Suriah -Palestina-Israel Konflik -Separatis Kurdi -Konflik Nagorno Karabah  lanjut…;abid_har
Masalah penjajahan Israel tetap menjadi tantangan signifikan dalam konflik Israel-Palestina;
Penulis asal Palestina;
UNHCR itu PBB ye.. organisasi dunia gak guna yang tunduk sama mamarika  buat nyelesein konflik palestina isriwill aja gak pecus tu pbb... skrg unhcr nya malah berpotensi bikin konflik di Indo lewat rohingya;aecha_xz
@tanyakanrl gimana ya;
@tanyarlfes Al jazeera itu media netral. Kalo ditolak ya yang diberitakan ditolak. Kalopun komentarnya kontra ya gapapa juga. Termasuk di konflik palestina pun al jazeera jadi yang paling vokal dan memberitakan apa adanya. Walopun jurnalisnya banyak yang terbunuh.;erimel_
@jesutsmia @tanyakanrl Solusi ya kritik PBB dan Myanmar;
Amerika Serikat pada Selasa (5/12/2023) mengatakan akan menolak visa bagi para pemukim ekstremis Israel yang berada di balik gelombang kekerasan terhadap warga Palestina di Tepi Barat selama memanasnya konflik di Gaza dalam beberapa bulan terakhir.  #BonusDemografi #AS #Visa;faktacom_
Banyak juga yg gak paham hal gamblang kalo yg terjadi di Palestina lebih sbg genosida dan politik apartheid parah BUKAN perang apalagi konflik yg berimbang;
@yozariam dan buat lu stop buat ngecompare antara isu konflik palestina dengan isu rohingnya;
Jakarta - Menteri Pertahanan Prabowo Subianto mengatakan Pemerintah Indonesia tengah memikirkan upaya untuk menambah bantuan kepada korban konflik di Gaza;
"@rafiakbarind @kakabikiniz @digermesele Ngaku aja bhw lu sentimen benci kesumat kpd bangsa Israel  Tuh lihat konflik Saudi-Yaman, apakah ada umat muslim bersuara : Free Yemen"" , "" Stand With Yemen"" , ""Saudi is Oppressor"" ?  Urus dulu tuh Yaman drpd urus Palestina  Munafik 🤭 https://t.co/9V2CL0Dftg"";MelodiAsyik";
Kita butuh pemimpin yang memiliki pemahaman geopolitik yang luas dan lengkap. Apalagi ke depan semua akan menghadapi kompleksitas situasi global yang tidak pasti. Dari konflik Israel-Palestina hingga Ukraina-Rusia;
[ OPEN DONASI HIMAWARI BERGERAK UNTUK PALESTINA ]  Konnichiwa;
Konflik;
@ibnu_Abdullahs Dan kalo dianggap menghina KSA mmg apa yg diperbuat KSA u Palestina? Khusus nya dlm konflik terbaru ini? Apa?? Ga ada sama sekali;
@Gank_Of_Petojo Konflik palestina-israel sdh lama sejak 1948. Saya SMA tahun 1990. Sy ingat bbrp teman nasrani menyebut (mengolok2) teman muslimah berhijab (yg waktu itu msh jarang) dg sebutan palestina. Jd turun temurun sdh lama;
@AyaniMel Konflik Israel vs Palestina itu bukan konflik agama tapi konflik krn ttg kolonialisme! Orang Palestina diperlakukan dgn se wenang2 oleh negara Israel!;HarnadiHidayat
@alampintar @lordmaguire555 @jr205newlivery Emang di akherat ada pertanyaan soal konflik palestina israel juga ya. Subhanalloh🤲🤣;agazkhatergy_
Seru banget emang ngetroll para bigot yg sering cherrypick humanitarian problem / conflict. Bela palestina tp jijik sama Rohingya;
Jakarta - Menteri Pertahanan Prabowo Subianto mengatakan Pemerintah Indonesia tengah memikirkan upaya untuk menambah bantuan kepada korban konflik di Gaza;
@NongCiapChay @Oxmiine @yellowsixtn @farizaryf @tubirfess Pdhl Palestina dan Rohingya sama² alami genosida;
@tubirfess Lu pikir konflik di palestina tuh kenapa;gracie_noodle
@OmJ_JeNggot Ya Allah;
Gue emang ga pernah sama sekali komentar maupun declare dukungan soal konflik Palestina. Donasi semampunya aja. Bukan karena gue ga peduli;
@OmJ_JeNggot Ya Allah;
Israel mengumumkan pasukannya merangsek masuk kota Khan Younis;
iyalah;
MER-C: Konflik Palestina Israel Bukan Konflik Agama;
Dtambah konflik gaza;
detikers! Aktris asal Israel;
sangat prihatin dengan situasi konflik di Israel-Palestina. Semoga langkah-langkah ini dapat membantu mencapai perdamaian yang langgeng dan melindungi nyawa warga sipil. 🕊 ️ ✨;akbarmaula48041
Nih siapa nih yang punya opini nyuruh warga Palestina angkat kaki dari wilayah konflik dan pindah ke tempat aman 🤣🤣 Coba mikir.;aisyahandrawina
@tubirfess no salty ya tapi pengen nanya;
MER-C: Konflik Palestina Israel Bukan Konflik Agama;
@bnsphrxyzzz @BindeJogja @DivHumas_Polri @ListyoSigitP Lah memang benar kata @BindeJoga tadi;
@Pads18072624 @AsbabulKop51425 Apa beda nya Sama konflik palestina malah ngomongin soal agama.. ? Ga ada pengunjung nya di sini.. dan lagian bahas nya jg bukan di sini.;temmycr7
Benarkah Allah menjadikan Yahudi sebagai bangsa unggul?  Salah satu mitos di obrolan pinggir jalan terkait konflik Israel-Palestina ialah tentang keunggulan umat Yahudi atas seluruh penduduk bumi sepanjang masa. https://t.co/OaKFV7nkxD;BincangSyariah
Ajaran agama Islam memang menanamkan sentimen kebencian kpd bangsa Israel  Inilah akar sumber penyebab konflik 75 tahun Israel-Palestina (Arab);
@SammiSoh Ajaran agama Islam memang menanamkan sentimen kebencian kpd bangsa Israel  Inilah akar sumber penyebab konflik 75 tahun Israel-Palestina (Arab);
@Tita83079013 @jokowi Ajaran agama Islam memang menanamkan sentimen kebencian kpd bangsa Israel  Inilah akar sumber penyebab konflik 75 tahun Israel-Palestina (Arab);
@tanyakanrl Kayaknya bangsa apapun yg mengungsi ujung2nya bakal terasa menyebalkan deh karena mereka stress hrus ngungsi;
Upayakan lagi perundingan damai Israel-Palestina dan mengupayakan solusi 2 negara untuk mengakhiri Konflik Israel-Palestina @iclgi_network @Menlu_RI @jokowi @Palestine_UN @Israel @JoeBiden @POTUS @Kiyai_MarufAmin #PeaceofIsraelandPalestine🇮🇱🇵🇸💜💖💕💞💝💟. https://t.co/SUwaXi6nJ3;Akbar_RaBa
@butterfulnight @Bsshh_Khaak_Hun @ShaykhSulaiman Apakah Anda khawatir tentang genosida Timor Timur oleh militer Indonesia? Itu adalah genosida nyata. Konflik Israel-Palestina tidak. Ini adalah perang antara Iran dan Israel. Rezim Syiah Iran mendanai Hamas. Inilah sebabnya mengapa negara-negara Arab tidak menentang Israel.;SophiaPerpetua2
Ayam Jatinangor overrated;
Qatar Kecewa;
@SammiSoh Hoax &amp  Fitnah Zionis Israel kasus 7/10 pestival musik terbongkar tuh… moga membuka mata hati lo utk bisa adil pada diri sendiri dlm melihat konflik Israel - Palestina..;DenasIdn1
@smeggxc daripada cari q atau v mending cari solusi ke konflik israel-palestina gasih;notherdinosaur
@Pads18072624 @AsbabulKop51425 Saya tidak mau tau apa opini kau itu;
@dh16232 Sebelum ada Islam;
H.M. Jusuf Kalla  Ketua Umum PMI menerima Donasi Kemanusiaan bagi korban terdampak konflik di Gaza Palestina senilai Rp. 1.003.550.000 (Satu Milyar Tiga Juta Lima Ratus Lima Puluh Ribu Rupiah) dari Pelajar dan ASN Pemda Serang. Selasa;
Bpk A. M. Fachir Sekjen PMI menerima Donasi Kemanusiaan korban terdampak konflik di Gaza Palestina senilai Rp. 500.000.000 (Lima Ratus Juta Rupiah) dari PT. PAMAPersada Nusantara dan Yayasan Insan Mulia PAMA. Selasa;
Jurnalis Palestina Yara Eid Bersuara: 60 Keluarganya Dibunuh;
@bluemoon11280 @Humairah_922 Pake bawa2 tudingan Islamophobia segala. Wong Dubes Palestina saja bilang itu bukan konflik atau perang agama;
Sering kali Lembaga Kemanusiaan (relawan kemanusiaan) apalagi Lembaga Kemanusiaan Islam disorot negatif oleh sekelompok orang;
gue bkn buzzer podcast ini demi Allah;
melemahkan semangat perjuangan mereka;
@lucubgtygy @kumparan harusnya resep2 lokal (yg cmn ada di indo) punya  perusahaan lokal ya. tp bsa jd engga tergantung dr kontrak franchisenya gmn. ya yg jelas kita ga tau konflik di palestina akan brp lama. klo ga mau lepas franchise;
@CNNIndonesia Aku sih setuju aja karena dunia akhir2 ini sedang tidk baik2 saja. Konflik rusia-ukraina Israel-palestina;
Brigade Al-Qassam (Hamas) menembak secara langsung tentara Zionis dengan senapan sniper Ghoul (AM-50 Sayyad Iran) di sebelah timur Khan Yunis;
@SmudgeStan Mulai dari narasi Palestina;
@kumparan Yg gak gua suka dari konflik Israel dan Palestina adalah orang di negeri ini jadi bermusuhan satu sama lain. Lalu;
@Pads18072624 @AsbabulKop51425 Makanya itu;
Bisa Ditonton di Netflix;
2021: Kudeta &amp  Perang Sipil Myanmar 2022: Invasi Rusia ke Ukraina 2023: Konflik Israel &amp  Palestina 2024: Invasi Venezuela ke Guyana?;Billy_Naravit
@detikcom Wait  Seluruh mata dunia sedang mengamati konflik di Palestina. Jika ini benar;
"@tempodotco Kalo boleh usul nih, Langsung aja mengatakan,Saya mengutuk tindakan Israel dalam konflik di Palestina, khususnya apa yang sedang terjadi di Gaza"".  Insya Allah viral."";utonvan96";
Konflik Palestina-Israel meluas ke Tepi Barat. Ada banyak laporan yang menyebut kekerasan di Tepi Barat meningkat drastis. Editor internasional BBC;
Jakarta - Menteri Pertahanan Prabowo Subianto mengatakan Pemerintah Indonesia tengah memikirkan upaya untuk menambah bantuan kepada korban konflik di Gaza;
